Date,Trial Number,Rat Number,Rat Sex,Rat Age,Object 1,Object 2,Environment,Trial Type,NewPosition1,NewPosition2,Position1Ratio,Position2Ratio,DiscriminationScore,FirstObjectApproached,SecondsbeforeStart,Notes,,,,,,,,,,,FramePosition,Frames,,Objects,Frames1
8/9/2024,1,r1599,F,p25,gnome,gnome,similar,learn,760,1852,,,,,,Moderately good exploratory behaviors.,,,,,,,,,,,,,,,
8/9/2024,2,r1599,F,p25,green jar,gnome,baselineS,test,863,1737,,,0.6680769231,,,Looks like a positive result.,,,,,,,,,,,,,,,
8/9/2024,3,r1596,M,p25,wide jar,wide jar,different ,learn ,895,2493,,,,,,The rat displayed a relatively strong positional preference at position 2.,,,,,,,,,,,,,,,
8/9/2024,4,r1596,M,p25,seltzer can,seltzer can,baselineD,learn,1302,2556,,,,,,Good exploratory behaviors.,,,,,,,,,,,,,,,
8/9/2024,5,r1596,M,p25,wide jar,seltzer can ,different,test,515,2518,,,0.830201121,,,"Looks like an extremely positive result, there is extensive grooming though near the object at position 2.",,,,,,,,,,,,,,,
8/9/2024,3,r1597,M,p25,seltzer can,seltzer can ,baselineD,learn,818,1518,,,,,,"Good exploratory behaviors, the rat moves very fast.",,,,,,,,,,,,,,,
8/9/2024,4,r1597,M,p25,wide jar,wide jar,different ,learn,912,1992,,,,,,Good exploratory behaviors with a moderate positional preference toward position 2.,,,,,,,,,,,,,,,
8/9/2024,5,r1597,M,p25,wide jar,seltzer can,different,test,1212,2464,,,0.6702937976,,,It is hard to tell on the graph but I think this also looks like a positive result.,,,,,,,,,,,,,,,
8/9/2024,3,r1598,F,p25,seltzer can,seltzer can,different,learn,1055,2795,,,,,,The rat is nibbling on the blu tack quite a lot on the seltzer can. I need to hide it under a little bit more.,,,,,,,,,,,,,,,
8/9/2024,4,r1598,F,p25,wide jar,wide jar,baselineD,learn,1897,1491,,,,,,Very good exploratory behaviors.,,,,,,,,,,,,,,,
8/9/2024,5,r1598,F,p25,wide jar,seltzer can,baselineD,test,1947,1242,,,0.3894637817,,,This doesn't look like a positive result. ,,,,,,,,,,,,,,,
8/9/2024,3,r1599,F,p25,wide jar,wide jar,baselineD,learn,946,2495,,,,,,Good exploratory behaviors with a slight positional preference at position 2.,,,,,,,,,,,,,,,
8/9/2024,4,r1599,F,p25,seltzer can,seltzer can,different,learn,1369,2020,,,,,,Very good exploratory behaviors.,,,,,,,,,,,,,,,
8/9/2024,5,r1599,F,p25,wide jar,seltzer can,baselineD,test,479,1781,,,0.7880530973,,,This seems like a positive result to me!,,,,,,,,,,,,,,,
8/16/2024,0,r1558,M,adult,seltzer can,seltzer can,baselineD,learn,793,1035,,,,,,The rat pooped a lot. But he exhibited good exploratory behaviors.,,,,,,,,,,,,,,,
8/16/2024,1,r1558,M,adult,wide jar,wide jar,different,learn,596,1241,,,,,,The rat showed good exploratory behaviors. ,,,,,,,,,,,,,,,
8/16/2024,2,r1558,M,adult,wide jar,seltzer can,different,test,1509,2136,,,0.5860082305,,,"The result is ambiguous, since the rat stayed immobile at each object for relatively long time.",,,,,,,,,,,,,,,
8/16/2024,0,r1561,M,adult,wide jar,wide jar,different,learn,1723,1499,,,,,,The rat exhibited very good exploratory behaviors.,,,,,,,,,,,,,,,
8/16/2024,1,r1561,M,adult,seltzer can,seltzer can,baselineD,learn,1193,2053,,,,,,The rat exhibited very good exploratory behaviors.,,,,,,,,,,,,,,,
8/16/2024,2,r1561,M,adult,seltzer can,wide jar,baselineD,test,572,2996,,,0.8396860987,,,This is an extrenely positive result!,,,,,,,,,,,,,,,
8/16/2024,0,r1562,M,adult,wide jar,wide jar,baselineD,learn,1306,2268,,,,,,The rat showed good exploratory behaviors.,,,,,,,,,,,,,,,
8/16/2024,1,r1562,M,adult,seltzer can,seltzer can,different,learn,1120,1676,,,,,,The rat showed very good exploratory behaviors.,,,,,,,,,,,,,,,
8/16/2024,2,r1562,M,adult,wide jar,seltzer can,baselineD,test,1814,2201,,,0.5481942715,,,The experiment was slightly interrupted.. someone was knocking on the door and it might have disturbed the rat a little bit. The result is ambiguous.,,,,,,,,,,,,,,,
8/16/2024,0,r1563,M,adult,seltzer can,seltzer can,different,learn,1344,1603,,,,,,The rat exhibited good exploratory behaviors.,,,,,,,,,,,,,,,
8/16/2024,1,r1563,M,adult,wide jar,wide jar,baselineD,learn,1492,603,,,,,,The rat exhibited good exploratory behaviors.,,,,,,,,,,,,,,,
8/16/2024,2,r1563,M,adult,seltzer can,wide jar,different,test,2778,688,,,0.1984997115,,,This is not a positive result.,,,,,,,,,,,,,,,
8/16/2024,3,r1558,M,adult,gnome,gnome,baselineS,learn,2585,993,,,,,,Good exploratory behavior.,,,,,,,,,,,,,,,
8/16/2024,4,r1558,M,adult,green jar,green jar,similar,learn,2473,537,,,,,,"The rat did not explore the objects as much, but he explored both objects for reasonable amount of time. ",,,,,,,,,,,,,,,
8/16/2024,5,r1558,M,adult,green jar,gnome,similar,test,1515,2315,,,0.6044386423,,,The result is ambiguous.,,,,,,,,,,,,,,,
8/16/2024,3,r1561,M,adult,green jar,green jar,similar,learn,1174,1847,,,,,,Very good exploratory behaviors.,,,,,,,,,,,,,,,
8/16/2024,4,r1561,M,adult,gnome,gnome,baselineS,learn,286,3105,,,,,,"Strong positional preference at position 2, a lot of grooming at position 2 too.",,,,,,,,,,,,,,,
8/16/2024,5,r1561,M,adult,gnome,green jar,baselineS,test,1106,2021,,,0.6463063639,,,"This looks like a positive result to me, although the rat stayed at position 2 immobile for a period of time.",,,,,,,,,,,,,,,
8/16/2024,3,r1562,M,adult,green jar,green jar,baselineS,learn,1040,4474,,,,,,Very good exploratory behaviors.,,,,,,,,,,,,,,,
8/16/2024,4,r1562,M,adult,gnome,gnome,similar,learn,1086,2226,,,,,,The centroid of this rat is further back! Need to adjust the radius of ROI.,,,,,,,,,,,,,,,
8/16/2024,5,r1562,M,adult,green jar,gnome,baselineS,test,1130,3737,,,0.7678241216,,,This is an extremely positive result!,,,,,,,,,,,,,,,
8/16/2024,3,r1563,M,adult,gnome,gnome,similar,learn,1504,1123,,,,,,Very good exploratory behaviors.,,,,,,,,,,,,,,,
8/16/2024,4,r1563,M,adult,green jar,green jar,baselineS,learn,566,5400,,,,,,A lot of grooming at position 2.,,,,,,,,,,,,,,,
8/16/2024,5,r1563,M,adult,gnome,green jar,similar,test,2415,1405,,,0.3678010471,,,The rat seems to explore the two objects the equal amount.,,,,,,,,,,,,,,,
